Division,FID,Hood_ID,Index_,Lat,Long,MCI,Neighbourhood,event_unique_id,occurrencedate,occurrenceday,occurrencedayofweek,occurrencedayofyear,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear,ucr_code,ucr_ext
D22,1,14,501,43.6385269,-79.5380096,Assault,Islington-City Centre West (14),GO-201524666,1.36842E+12,13,Monday    ,133,20,May,2013,Assault,Outside,1.42043E+12,5,Monday    ,5,14,January,2015,1430,100
D52,2,77,502,43.6429138,-79.3814774,Robbery,Waterfront Communities-The Island (77),GO-20141383912,1.37809E+12,2,Monday    ,245,13,September,2013,Robbery With Weapon,Commercial,1.39028E+12,21,Tuesday   ,21,13,January,2014,1610,100
D52,3,77,503,43.6429138,-79.3814774,Robbery,Waterfront Communities-The Island (77),GO-20141383912,1.37809E+12,2,Monday    ,245,13,September,2013,Robbery With Weapon,Commercial,1.39028E+12,21,Tuesday   ,21,13,January,2014,1610,100
D51,4,73,504,43.6512794,-79.3682632,Break and Enter,Moss Park (73),GO-20141291615,1.37896E+12,12,Thursday  ,255,12,September,2013,B&E,Apartment,1.38898E+12,6,Monday    ,6,13,January,2014,2120,200
D31,5,22,505,43.7418175,-79.5308533,Break and Enter,Humbermede (22),GO-20141456404,1.37896E+12,12,Thursday  ,255,0,September,2013,B&E,Commercial,1.39132E+12,2,Sunday    ,33,17,February,2014,2120,200
D43,6,135,506,43.7826042,-79.2049789,Assault,Morningside (135),GO-20142898856,1.37896E+12,12,Thursday  ,255,23,September,2013,Assault,Other,1.41049E+12,12,Friday    ,255,23,September,2014,1430,100
D41,7,127,507,43.7565842,-79.2609711,Assault,Bendale (127),GO-20141438766,1.38025E+12,27,Friday    ,270,0,September,2013,Assault,House,1.39106E+12,30,Thursday  ,30,17,January,2014,1430,100
D54,8,58,508,43.6906204,-79.3426666,Assault,Old East York (58),GO-20141524497,1.38025E+12,27,Friday    ,270,18,September,2013,Assault,Apartment,1.39227E+12,13,Thursday  ,44,18,February,2014,1430,100
D14,9,77,509,43.639946,-79.3956299,Assault,Waterfront Communities-The Island (77),GO-20142388214,1.37922E+12,15,Sunday    ,258,0,September,2013,Assault With Weapon,Apartment,1.40393E+12,28,Saturday  ,179,17,June,2014,1420,100
D14,10,77,510,43.639946,-79.3956299,Assault,Waterfront Communities-The Island (77),GO-20142388214,1.37922E+12,15,Sunday    ,258,0,September,2013,Assault,Apartment,1.40393E+12,28,Saturday  ,179,17,June,2014,1430,100
D41,11,126,511,43.7506104,-79.2681274,Assault,Dorset Park (126),GO-20142198033,1.37939E+12,17,Tuesday   ,260,13,September,2013,Assault,Apartment,1.4016E+12,1,Sunday    ,152,14,June,2014,1430,100
D52,12,95,512,43.6694489,-79.3905869,Theft Over,Annex (95),GO-20151341904,1.37948E+12,18,Wednesday ,261,12,September,2013,Theft Over,Commercial,1.43875E+12,5,Wednesday ,217,20,August,2015,2130,210
D32,13,36,513,43.7859192,-79.4460526,Assault,Newtonbrook West (36),GO-20142962510,1.37948E+12,18,Wednesday ,261,0,September,2013,Assault,Other,1.41136E+12,22,Monday    ,265,19,September,2014,1430,100
D52,14,78,514,43.6558113,-79.3920746,Break and Enter,Kensington-Chinatown (78),GO-20141297630,1.38017E+12,26,Thursday  ,269,11,September,2013,B&E,Apartment,1.38907E+12,7,Tuesday   ,7,13,January,2014,2120,200
D13,15,108,515,43.6962624,-79.4476852,Assault,Briar Hill-Belgravia (108),GO-2014738572,1.38112E+12,7,Monday    ,280,15,October,2013,Assault,Other,1.39192E+12,9,Sunday    ,40,16,February,2014,1430,100
D42,16,132,516,43.8113327,-79.2318039,Assault,Malvern (132),GO-20143169470,1.38181E+12,15,Tuesday   ,288,10,October,2013,Assault,Outside,1.41421E+12,25,Saturday  ,298,1,October,2014,1430,100
D32,17,40,517,43.7443771,-79.4014664,Theft Over,St.Andrew-Windfields (40),GO-20143244853,1.38527E+12,24,Sunday    ,328,12,November,2013,Theft Over,House,1.41516E+12,5,Wednesday ,309,16,November,2014,2130,210
D41,18,126,518,43.7407112,-79.2820892,Assault,Dorset Park (126),GO-20142375165,1.36479E+12,1,Monday    ,91,0,April,2013,Aggravated Assault,Apartment,1.40367E+12,25,Wednesday ,176,15,June,2014,1410,100
D41,19,126,519,43.7407112,-79.2820892,Assault,Dorset Park (126),GO-20142375165,1.36479E+12,1,Monday    ,91,0,April,2013,Aggravated Assault,Apartment,1.40367E+12,25,Wednesday ,176,15,June,2014,1410,100
D41,20,122,520,43.6765442,-79.2756882,Assault,Birchcliffe-Cliffside (122),GO-20142428061,1.36479E+12,1,Monday    ,91,11,April,2013,Assault,House,1.40445E+12,4,Friday    ,185,11,July,2014,1430,100
D32,21,33,521,43.7463112,-79.4539185,Assault,Clanton Park (33),GO-20141530877,1.36479E+12,1,Monday    ,91,0,April,2013,Assault,Other,1.39244E+12,15,Saturday  ,46,8,February,2014,1430,100
D52,22,78,522,43.6527672,-79.3934402,Theft Over,Kensington-Chinatown (78),GO-201733644,1.36479E+12,1,Monday    ,91,0,April,2013,Theft Over,Apartment,1.48368E+12,6,Friday    ,6,15,January,2017,2130,210
D42,23,128,523,43.7832909,-79.2882614,Assault,Agincourt South-Malvern West (128),GO-20151435071,1.36479E+12,1,Monday    ,91,18,April,2013,Assault,Apartment,1.44004E+12,20,Thursday  ,232,18,August,2015,1430,100
D43,24,134,201,43.7912407,-79.1776276,Assault,Highland Creek (134),GO-2015343601,1.32488E+12,26,Monday    ,360,0,December,2011,Assault,House,1.42501E+12,27,Friday    ,58,15,February,2015,1430,100
D42,25,128,524,43.7832909,-79.2882614,Assault,Agincourt South-Malvern West (128),GO-20151435071,1.36479E+12,1,Monday    ,91,18,April,2013,Assault With Weapon,Apartment,1.44004E+12,20,Thursday  ,232,18,August,2015,1420,100
D55,26,63,525,43.6672478,-79.3125916,Assault,The Beaches (63),GO-20141909121,1.36807E+12,9,Thursday  ,129,20,May,2013,Assault,Outside,1.39771E+12,17,Thursday  ,107,13,April,2014,1430,100
D32,27,36,526,43.7793732,-79.4174347,Assault,Newtonbrook West (36),GO-20143306055,1.3717E+12,20,Thursday  ,171,9,June,2013,Assault,Commercial,1.41611E+12,16,Sunday    ,320,5,November,2014,1430,100
D51,28,72,527,43.6596069,-79.365242,Assault,Regent Park (72),GO-2015696080,1.37222E+12,26,Wednesday ,177,14,June,2013,Assault Bodily Harm,Other,1.43011E+12,27,Monday    ,117,12,April,2015,1420,110
D11,29,91,528,43.6705246,-79.4544525,Break and Enter,Weston-Pellam Park (91),GO-20141741187,1.37248E+12,29,Saturday  ,180,17,June,2013,B&E,House,1.39537E+12,21,Friday    ,80,23,March,2014,2120,200
D14,30,82,529,43.6400108,-79.4144669,Break and Enter,Niagara (82),GO-20141551136,1.37542E+12,2,Friday    ,214,8,August,2013,B&E,Apartment,1.3927E+12,18,Tuesday   ,49,13,February,2014,2120,200
D53,31,56,530,43.7073975,-79.3675842,Assault,Leaside-Bennington (56),GO-20173130210,1.37542E+12,2,Friday    ,214,16,August,2013,Assault,House,1.51236E+12,4,Monday    ,338,15,December,2017,1430,100
D51,32,73,531,43.6567955,-79.365654,Assault,Moss Park (73),GO-20151425896,1.37542E+12,2,Friday    ,214,0,August,2013,Assault,Apartment,1.43996E+12,19,Wednesday ,231,10,August,2015,1430,100
D51,33,73,532,43.6567955,-79.365654,Assault,Moss Park (73),GO-20151425896,1.37542E+12,2,Friday    ,214,0,August,2013,Assault With Weapon,Apartment,1.43996E+12,19,Wednesday ,231,10,August,2015,1420,100
D51,34,73,533,43.6567955,-79.365654,Assault,Moss Park (73),GO-20151425896,1.37542E+12,2,Friday    ,214,0,August,2013,Assault With Weapon,Apartment,1.43996E+12,19,Wednesday ,231,10,August,2015,1420,100
D33,35,45,534,43.7652893,-79.3469543,Assault,Parkwoods-Donalda (45),GO-20141678350,1.3755E+12,3,Saturday  ,215,14,August,2013,Assault,Apartment,1.39442E+12,10,Monday    ,69,23,March,2014,1430,100
D12,36,113,535,43.6988373,-79.5158768,Assault,Weston (113),GO-20142330118,1.38181E+12,15,Tuesday   ,288,0,October,2013,Assault With Weapon,Apartment,1.40324E+12,20,Friday    ,171,17,June,2014,1420,100
D42,37,130,536,43.820076,-79.2707596,Assault,Milliken (130),GO-20142981242,1.38181E+12,15,Tuesday   ,288,11,October,2013,Assault,House,1.41162E+12,25,Thursday  ,268,14,September,2014,1430,100
D51,38,73,537,43.6553421,-79.3657532,Assault,Moss Park (73),GO-20141604828,1.3819E+12,16,Wednesday ,289,16,October,2013,Assault Bodily Harm,Commercial,1.39348E+12,27,Thursday  ,58,20,February,2014,1420,110
D41,39,122,538,43.699131,-79.2543335,Assault,Birchcliffe-Cliffside (122),GO-20143455056,1.38285E+12,27,Sunday    ,300,0,October,2013,Assault Bodily Harm,Apartment,1.4181E+12,9,Tuesday   ,343,17,December,2014,1420,110
D23,40,2,539,43.7444992,-79.5827103,Assault,Mount Olive-Silverstone-Jamestown (2),GO-20143230923,1.38328E+12,1,Friday    ,305,0,November,2013,Assault,Apartment,1.41499E+12,3,Monday    ,307,17,November,2014,1430,100
D11,41,86,540,43.6537476,-79.4495087,Assault,Roncesvalles (86),GO-20141413618,1.3755E+12,3,Saturday  ,215,0,August,2013,Assault,Apartment,1.39071E+12,26,Sunday    ,26,16,January,2014,1430,100
D51,42,73,541,43.6561661,-79.3701248,Robbery,Moss Park (73),GO-20142246488,1.37688E+12,19,Monday    ,231,2,August,2013,Robbery - Other,Outside,1.4022E+12,8,Sunday    ,159,10,June,2014,1610,220
D41,43,120,542,43.7000847,-79.2867279,Assault,Clairlea-Birchmount (120),GO-20141383524,1.37887E+12,11,Wednesday ,254,10,September,2013,Assault,Apartment,1.39028E+12,21,Tuesday   ,21,10,January,2014,1430,100
D41,44,120,543,43.7000847,-79.2867279,Assault,Clairlea-Birchmount (120),GO-20141587878,1.37887E+12,11,Wednesday ,254,9,September,2013,Assault,Apartment,1.39322E+12,24,Monday    ,55,9,February,2014,1430,100
D33,45,45,544,43.7652893,-79.3469543,Assault,Parkwoods-Donalda (45),GO-20141678325,1.37913E+12,14,Saturday  ,257,18,September,2013,Assault,Apartment,1.39442E+12,10,Monday    ,69,23,March,2014,1430,100
D23,46,2,545,43.7509766,-79.5858307,Assault,Mount Olive-Silverstone-Jamestown (2),GO-20141513132,1.37974E+12,21,Saturday  ,264,1,September,2013,Assault,Apartment,1.39209E+12,11,Tuesday   ,42,23,February,2014,1430,100
D43,47,136,546,43.7654495,-79.1994705,Assault,West Hill (136),GO-20142263998,1.37974E+12,21,Saturday  ,264,0,September,2013,Assault,Apartment,1.40229E+12,9,Monday    ,160,20,June,2014,1430,100
D53,48,55,1,43.7074776,-79.3436279,Assault,Thorncliffe Park (55),GO-2015671184,1.12019E+12,1,Friday    ,182,12,July,2005,Assault,Apartment,1.42976E+12,23,Thursday  ,113,12,April,2015,1430,100
D43,49,136,547,43.7654495,-79.1994705,Assault,West Hill (136),GO-20142263998,1.37974E+12,21,Saturday  ,264,0,September,2013,Assault,Apartment,1.40229E+12,9,Monday    ,160,20,June,2014,1430,100
D43,50,136,548,43.7654495,-79.1994705,Assault,West Hill (136),GO-20142263998,1.37974E+12,21,Saturday  ,264,0,September,2013,Assault,Apartment,1.40229E+12,9,Monday    ,160,20,June,2014,1430,100
D43,51,136,549,43.7654495,-79.1994705,Assault,West Hill (136),GO-20142263998,1.37974E+12,21,Saturday  ,264,0,September,2013,Assault,Apartment,1.40229E+12,9,Monday    ,160,20,June,2014,1430,100
D33,52,49,550,43.8010139,-79.372612,Theft Over,Bayview Woods-Steeles (49),GO-20142046131,1.38051E+12,30,Monday    ,273,0,September,2013,Theft Over,House,1.39961E+12,9,Friday    ,129,16,May,2014,2130,210
D51,53,75,551,43.6637001,-79.3801117,Assault,Church-Yonge Corridor (75),GO-20141331683,1.38051E+12,30,Monday    ,273,22,September,2013,Assault,Outside,1.3895E+12,12,Sunday    ,12,19,January,2014,1430,100
D53,54,41,552,43.7172012,-79.3756561,Theft Over,Bridle Path-Sunnybrook-York Mills (41),GO-20143336721,1.38051E+12,30,Monday    ,273,0,September,2013,Theft Over,House,1.41646E+12,20,Thursday  ,324,15,November,2014,2130,210
D13,55,39,553,43.7168121,-79.4292221,Break and Enter,Bedford Park-Nortown (39),GO-20141927108,1.38328E+12,1,Friday    ,305,0,November,2013,Unlawfully In Dwelling-House,Apartment,1.39797E+12,20,Sunday    ,110,17,April,2014,2120,210
D32,56,32,554,43.727829,-79.4406738,Theft Over,Englemount-Lawrence (32),GO-20142713939,1.38328E+12,1,Friday    ,305,0,November,2013,Theft Over,Apartment,1.40816E+12,16,Saturday  ,228,12,August,2014,2130,210
D13,57,92,555,43.6760292,-79.4477921,Assault,Corso Italia-Davenport (92),GO-20142603736,1.38328E+12,1,Friday    ,305,23,November,2013,Assault With Weapon,House,1.40669E+12,30,Wednesday ,211,23,July,2014,1420,100
D13,58,92,556,43.6760292,-79.4477921,Assault,Corso Italia-Davenport (92),GO-20142603736,1.38328E+12,1,Friday    ,305,23,November,2013,Assault Bodily Harm,House,1.40669E+12,30,Wednesday ,211,23,July,2014,1420,110
D43,59,134,557,43.7845688,-79.1711655,Break and Enter,Highland Creek (134),GO-20141534730,1.38328E+12,1,Friday    ,305,0,November,2013,B&E,House,1.39244E+12,15,Saturday  ,46,12,February,2014,2120,200
D13,60,92,558,43.6760292,-79.4477921,Assault,Corso Italia-Davenport (92),GO-20142603736,1.38328E+12,1,Friday    ,305,23,November,2013,Assault,House,1.40669E+12,30,Wednesday ,211,23,July,2014,1430,100
D22,61,17,559,43.6183968,-79.5113297,Theft Over,Mimico (includes Humber Bay Shores) (17),GO-20142515737,1.38544E+12,26,Tuesday   ,330,12,November,2013,Theft Over,Commercial,1.40557E+12,17,Thursday  ,198,13,July,2014,2130,210
D33,62,47,560,43.7757301,-79.3647766,Assault,Don Valley Village (47),GO-20141771257,1.38544E+12,26,Tuesday   ,330,13,November,2013,Assault With Weapon,House,1.39581E+12,26,Wednesday ,85,13,March,2014,1420,100
D54,63,60,561,43.6906929,-79.3115234,Assault,Woodbine-Lumsden (60),GO-20141635586,5.99634E+11,,,,1,,,Assault With Weapon,House,1.39391E+12,4,Tuesday   ,63,1,March,2014,1420,100
D31,64,22,562,43.7484856,-79.5501099,Assault,Humbermede (22),GO-20151059022,8.83631E+11,,,,0,,,Assault,House,1.43503E+12,23,Tuesday   ,174,19,June,2015,1430,100
D43,65,134,563,43.7860641,-79.1772842,Assault,Highland Creek (134),GO-20151100757,6.62706E+11,,,,12,,,Assault,House,1.43564E+12,30,Tuesday   ,181,15,June,2015,1430,100
D54,66,58,564,43.6908607,-79.3420563,Assault,Old East York (58),GO-20141354605,1.38328E+12,1,Friday    ,305,13,November,2013,Assault,Apartment,1.38985E+12,16,Thursday  ,16,13,January,2014,1430,100
D23,67,7,565,43.6822929,-79.5635376,Assault,Willowridge-Martingrove-Richview (7),GO-20141679330,1.38328E+12,1,Friday    ,305,0,November,2013,Assault,Apartment,1.39451E+12,11,Tuesday   ,70,6,March,2014,1430,100
D14,68,82,566,43.6414375,-79.4150162,Assault,Niagara (82),GO-20142007558,1.38328E+12,1,Friday    ,305,12,November,2013,Assault,Apartment,1.39909E+12,3,Saturday  ,123,14,May,2014,1430,100
D51,69,71,567,43.6631927,-79.3730621,Assault,Cabbagetown-South St.James Town (71),GO-20141699288,1.38328E+12,1,Friday    ,305,0,November,2013,Assault,Apartment,1.39477E+12,14,Friday    ,73,15,March,2014,1430,100
D31,70,25,568,43.7386322,-79.5002899,Assault,Glenfield-Jane Heights (25),GO-20141821119,1.38328E+12,1,Friday    ,305,0,November,2013,Assault,House,1.3965E+12,3,Thursday  ,93,15,April,2014,1430,100
D53,71,104,569,43.7045708,-79.3967972,Assault,Mount Pleasant West (104),GO-20142825390,1.38328E+12,1,Friday    ,305,0,November,2013,Assault Bodily Harm,Apartment,1.40963E+12,2,Tuesday   ,245,10,September,2014,1420,110
D54,72,61,570,43.6957626,-79.2918549,Assault,Taylor-Massey (61),GO-20142996578,1.38025E+12,27,Friday    ,270,17,September,2013,Assault With Weapon,Apartment,1.41179E+12,27,Saturday  ,270,17,September,2014,1420,100
D53,73,98,571,43.6880836,-79.3941422,Theft Over,Rosedale-Moore Park (98),GO-20141896501,1.38034E+12,28,Saturday  ,271,10,September,2013,Theft Over,Other,1.39753E+12,15,Tuesday   ,105,20,April,2014,2130,210
D41,74,125,572,43.7299652,-79.2778625,Assault,Ionview (125),GO-20142819007,1.38095E+12,5,Saturday  ,278,0,October,2013,Assault,Apartment,1.40954E+12,1,Monday    ,244,12,September,2014,1430,100
D14,75,81,573,43.6464691,-79.4077072,Assault,Trinity-Bellwoods (81),GO-20143006954,1.38216E+12,19,Saturday  ,292,3,October,2013,Assault,Commercial,1.41136E+12,22,Monday    ,265,10,September,2014,1430,100
D51,76,77,574,43.6493301,-79.3661118,Assault,Waterfront Communities-The Island (77),GO-20141393566,1.38224E+12,20,Sunday    ,293,19,October,2013,Assault,Commercial,1.39045E+12,23,Thursday  ,23,19,January,2014,1430,100
D32,77,33,575,43.7365303,-79.4426422,Assault,Clanton Park (33),GO-20142283600,1.38544E+12,26,Tuesday   ,330,17,November,2013,Assault,Outside,1.40263E+12,13,Friday    ,164,16,June,2014,1430,100
D43,78,127,576,43.7736168,-79.2611313,Robbery,Bendale (127),GO-20141510903,1.38648E+12,8,Sunday    ,342,19,December,2013,Robbery - Swarming,Commercial,1.39209E+12,11,Tuesday   ,42,16,February,2014,1610,180
D12,79,111,577,43.6768723,-79.4977417,Theft Over,Rockcliffe-Smythe (111),GO-20142141495,1.38458E+12,16,Saturday  ,320,14,November,2013,Theft Over,Other,1.4009E+12,24,Saturday  ,144,9,May,2014,2130,210
D52,80,77,578,43.6444244,-79.3946228,Assault,Waterfront Communities-The Island (77),GO-20141825984,1.38345E+12,3,Sunday    ,307,10,November,2013,Assault,Apartment,1.39632E+12,1,Tuesday   ,91,10,April,2014,1430,100
D22,81,17,579,43.6120872,-79.5158234,Assault,Mimico (includes Humber Bay Shores) (17),GO-20141496401,1.38345E+12,3,Sunday    ,307,4,November,2013,Assault,Other,1.39192E+12,9,Sunday    ,40,4,February,2014,1430,100
D14,82,84,580,43.651516,-79.42659,Assault,Little Portugal (84),GO-20141511683,1.38146E+12,11,Friday    ,284,1,October,2013,Assault Bodily Harm,Commercial,1.39209E+12,11,Tuesday   ,42,17,February,2014,1420,110
D51,83,75,581,43.6582146,-79.3778534,Robbery,Church-Yonge Corridor (75),GO-20142402010,1.38146E+12,11,Friday    ,284,16,October,2013,Robbery - Other,Other,1.4041E+12,30,Monday    ,181,15,June,2014,1610,220
D13,84,94,582,43.6767654,-79.4271317,Theft Over,Wychwood (94),GO-20141430862,1.38172E+12,14,Monday    ,287,23,October,2013,Theft Over,House,1.39097E+12,29,Wednesday ,29,14,January,2014,2130,210
D51,85,73,583,43.6514664,-79.3716888,Assault,Moss Park (73),GO-20161593053,1.38241E+12,22,Tuesday   ,295,7,October,2013,Assault,Apartment,1.47331E+12,8,Thursday  ,252,6,September,2016,1430,100
D14,86,82,584,43.6386719,-79.4139557,Break and Enter,Niagara (82),GO-20141275533,1.38734E+12,18,Wednesday ,352,19,December,2013,B&E,Apartment,1.38873E+12,3,Friday    ,3,17,January,2014,2120,200
D55,87,63,585,43.6731186,-79.2852325,Theft Over,The Beaches (63),GO-20141377896,1.38441E+12,14,Thursday  ,318,8,November,2013,Theft Over,Commercial,1.39019E+12,20,Monday    ,20,12,January,2014,2130,210
D55,88,70,586,43.6601295,-79.3370972,Assault,South Riverdale (70),GO-20161002772,1.38786E+12,24,Tuesday   ,358,0,December,2013,Assault,House,1.46562E+12,11,Saturday  ,163,17,June,2016,1430,100
D42,89,132,587,43.8051262,-79.2220001,Assault,Malvern (132),GO-20141475194,1.38492E+12,20,Wednesday ,324,20,November,2013,Assault,Outside,1.39158E+12,5,Wednesday ,36,17,February,2014,1430,100
D43,90,134,588,43.7892799,-79.1943588,Theft Over,Highland Creek (134),GO-20141710641,1.38492E+12,20,Wednesday ,324,12,November,2013,Theft From Mail / Bag / Key,Apartment,1.39494E+12,16,Sunday    ,75,9,March,2014,2130,200
D11,91,114,589,43.6648865,-79.501503,Break and Enter,Lambton Baby Point (114),GO-20141401525,1.38492E+12,20,Wednesday ,324,0,November,2013,B&E W'Intent,Commercial,1.39054E+12,24,Friday    ,24,15,January,2014,2120,220
D51,92,75,590,43.6637001,-79.3801117,Theft Over,Church-Yonge Corridor (75),GO-20141318041,1.38587E+12,1,Sunday    ,335,0,December,2013,Theft Over,Apartment,1.38942E+12,11,Saturday  ,11,0,January,2014,2130,210
D53,93,104,591,43.7069244,-79.3974762,Assault,Mount Pleasant West (104),GO-20142073605,1.38587E+12,1,Sunday    ,335,0,December,2013,Assault,Apartment,1.39995E+12,13,Tuesday   ,133,20,May,2014,1430,100
D54,94,54,592,43.7142792,-79.3059692,Assault,O'Connor-Parkview (54),GO-20142423605,1.38587E+12,1,Sunday    ,335,0,December,2013,Assault,Apartment,1.40427E+12,2,Wednesday ,183,16,July,2014,1430,100
D31,95,27,593,43.7431068,-79.4942398,Assault,York University Heights (27),GO-20142775212,1.38587E+12,1,Sunday    ,335,0,December,2013,Assault,Apartment,1.40894E+12,25,Monday    ,237,18,August,2014,1430,100
D32,96,50,594,43.7836304,-79.3979797,Theft Over,Newtonbrook East (50),GO-20142836457,1.38587E+12,1,Sunday    ,335,0,December,2013,Theft Over,House,1.40972E+12,3,Wednesday ,246,20,September,2014,2130,210
D43,97,127,595,43.771946,-79.2619095,Assault,Bendale (127),GO-20151236700,1.38587E+12,1,Sunday    ,335,10,December,2013,Assault,Apartment,1.43736E+12,20,Monday    ,201,18,July,2015,1430,100
D51,98,74,596,43.6676369,-79.3722076,Assault,North St.James Town (74),GO-20141562186,1.38587E+12,1,Sunday    ,335,0,December,2013,Assault,Apartment,1.39296E+12,21,Friday    ,52,14,February,2014,1430,100
D51,99,71,597,43.6643295,-79.3749313,Break and Enter,Cabbagetown-South St.James Town (71),GO-20142169061,1.38587E+12,1,Sunday    ,335,0,December,2013,B&E,Apartment,1.40125E+12,28,Wednesday ,148,10,May,2014,2120,200
D53,100,102,598,43.7028961,-79.4224091,Assault,Forest Hill North (102),GO-20141279054,1.38553E+12,27,Wednesday ,331,20,November,2013,Assault With Weapon,Apartment,1.38881E+12,4,Saturday  ,4,9,January,2014,1420,100
